pair.n,AOU.1,AOU.2,sp.1.english,sp.2.english,sp1sp2,species1species2,In.BBS,sp.1.sci,sp.2.sci,sp1.first.breeding.month,sp1.last.breeding.month,sp1.first.peak.breeding.month,sp1.last.peak.breeding.month,sp2.first.breeding.month,sp2.last.breeding.month,sp2.first.peak.breeding.month,sp2.last.peak.breeding.month,first_breeding_month,last_breeding_month
1338,6550,6790,(Myrtle Warbler) Yellow-rumped Warbler,Mourning Warbler,65506790,(Myrtle Warbler) Yellow-rumped WarblerMourning Warbler,1,Setophaga coronata coronata,Geothlypis philadelphia,5,8,5,7,5,9,6,8,5,8
1339,6550,6810,(Myrtle Warbler) Yellow-rumped Warbler,Common Yellowthroat,65506810,(Myrtle Warbler) Yellow-rumped WarblerCommon Yellowthroat,1,Setophaga coronata coronata,Geothlypis trichas,5,8,5,7,5,7,5,7,5,7
1340,6550,6850,(Myrtle Warbler) Yellow-rumped Warbler,Wilson's Warbler,65506850,(Myrtle Warbler) Yellow-rumped WarblerWilson's Warbler,1,Setophaga coronata coronata,Cardellina pusilla,5,8,5,7,6,8,6,7,6,7
1341,6550,6860,(Myrtle Warbler) Yellow-rumped Warbler,Canada Warbler,65506860,(Myrtle Warbler) Yellow-rumped WarblerCanada Warbler,1,Setophaga coronata coronata,Cardellina canadensis,5,8,5,7,5,8,6,7,5,7
1342,6550,6870,(Myrtle Warbler) Yellow-rumped Warbler,American Redstart,65506870,(Myrtle Warbler) Yellow-rumped WarblerAmerican Redstart,1,Setophaga coronata coronata,Setophaga ruticilla,5,8,5,7,5,7,5,7,5,7
1343,6550,7350,(Myrtle Warbler) Yellow-rumped Warbler,Black-capped Chickadee,65507350,(Myrtle Warbler) Yellow-rumped WarblerBlack-capped Chickadee,1,Setophaga coronata coronata,Poecile atricapillus,5,8,5,7,4,7,4,6,5,7
1344,6550,7400,(Myrtle Warbler) Yellow-rumped Warbler,Boreal Chickadee,65507400,(Myrtle Warbler) Yellow-rumped WarblerBoreal Chickadee,1,Setophaga coronata coronata,Poecile hudsonicus,5,8,5,7,5,8,5,8,5,8
1345,6550,7480,(Myrtle Warbler) Yellow-rumped Warbler,Golden-crowned Kinglet,65507480,(Myrtle Warbler) Yellow-rumped WarblerGolden-crowned Kinglet,1,Setophaga coronata coronata,Regulus satrapa,5,8,5,7,5,8,5,8,5,8
1346,6550,7490,(Myrtle Warbler) Yellow-rumped Warbler,Ruby-crowned Kinglet,65507490,(Myrtle Warbler) Yellow-rumped WarblerRuby-crowned Kinglet,1,Setophaga coronata coronata,Regulus calendula,5,8,5,7,5,7,5,7,5,7
1347,6560,6650,(Audubon's Warbler) Yellow-rumpedWarbler,Black-throated Gray Warbler,65606650,(Audubon's Warbler) Yellow-rumpedWarblerBlack-throated Gray Warbler,1,Setophaga coronata audoboni,Setophaga nigrescens,5,8,5,8,5,7,5,7,5,7
1348,6560,6680,(Audubon's Warbler) Yellow-rumpedWarbler,Townsend's Warbler,65606680,(Audubon's Warbler) Yellow-rumpedWarblerTownsend's Warbler,1,Setophaga coronata audoboni,Setophaga townsendi,5,8,5,8,5,7,5,7,5,7
1349,6560,6690,(Audubon's Warbler) Yellow-rumpedWarbler,Hermit Warbler,65606690,(Audubon's Warbler) Yellow-rumpedWarblerHermit Warbler,1,Setophaga coronata audoboni,Setophaga occidentalis,5,8,5,8,5,7,5,6,5,7
1350,6560,6870,(Audubon's Warbler) Yellow-rumpedWarbler,American Redstart,65606870,(Audubon's Warbler) Yellow-rumpedWarblerAmerican Redstart,1,Setophaga coronata audoboni,Setophaga ruticilla,5,8,5,8,5,7,5,7,5,7
1351,6560,7340,(Audubon's Warbler) Yellow-rumpedWarbler,Bridled Titmouse,65607340,(Audubon's Warbler) Yellow-rumpedWarblerBridled Titmouse,1,Setophaga coronata audoboni,Baeolophus wollweberi,5,8,5,8,4,7,4,7,5,7
1352,6560,7430,(Audubon's Warbler) Yellow-rumpedWarbler,Bushtit,65607430,(Audubon's Warbler) Yellow-rumpedWarblerBushtit,1,Setophaga coronata audoboni,Psaltriparus minimus,5,8,5,8,3,8,4,7,5,8
1353,6570,6590,Magnolia Warbler,Chestnut-sided Warbler,65706590,Magnolia WarblerChestnut-sided Warbler,1,Setophaga magnolia,Setophaga pensylvanica,6,8,6,8,5,9,5,8,6,8
1354,6570,6600,Magnolia Warbler,Bay-breasted Warbler,65706600,Magnolia WarblerBay-breasted Warbler,1,Setophaga magnolia,Setophaga castanea,6,8,6,8,5,7,5,7,6,7
1355,6570,6610,Magnolia Warbler,Blackpoll Warbler,65706610,Magnolia WarblerBlackpoll Warbler,1,Setophaga magnolia,Setophaga striata,6,8,6,8,5,8,6,7,6,8
1356,6570,6620,Magnolia Warbler,Blackburnian Warbler,65706620,Magnolia WarblerBlackburnian Warbler,1,Setophaga magnolia,Setophaga fusca,6,8,6,8,5,7,6,7,6,7
1357,6570,6670,Magnolia Warbler,Black-throated Green Warbler,65706670,Magnolia WarblerBlack-throated Green Warbler,1,Setophaga magnolia,Setophaga virens,6,8,6,8,5,8,5,7,6,8
1358,6570,6710,Magnolia Warbler,Pine Warbler,65706710,Magnolia WarblerPine Warbler,1,Setophaga magnolia,Setophaga pinus,6,8,6,8,3,7,4,7,6,7
1359,6570,6730,Magnolia Warbler,Prairie Warbler,65706730,Magnolia WarblerPrairie Warbler,1,Setophaga magnolia,Setophaga discolor,6,8,6,8,5,7,5,7,6,7
1360,6570,6740,Magnolia Warbler,Ovenbird,65706740,Magnolia WarblerOvenbird,1,Setophaga magnolia,Seiurus aurocapilla,6,8,6,8,5,7,5,7,6,7
1361,6570,6750,Magnolia Warbler,Northern Waterthrush,65706750,Magnolia WarblerNorthern Waterthrush,1,Setophaga magnolia,Parkesia noveboracensis,6,8,6,8,5,8,5,7,6,8
1362,6570,6760,Magnolia Warbler,Louisiana Waterthrush,65706760,Magnolia WarblerLouisiana Waterthrush,1,Setophaga magnolia,Parkesia motacilla,6,8,6,8,4,7,4,6,6,7
1363,6570,6790,Magnolia Warbler,Mourning Warbler,65706790,Magnolia WarblerMourning Warbler,1,Setophaga magnolia,Geothlypis philadelphia,6,8,6,8,5,9,6,8,6,8
1364,6570,6810,Magnolia Warbler,Common Yellowthroat,65706810,Magnolia WarblerCommon Yellowthroat,1,Setophaga magnolia,Geothlypis trichas,6,8,6,8,5,7,5,7,6,7
1365,6570,6850,Magnolia Warbler,Wilson's Warbler,65706850,Magnolia WarblerWilson's Warbler,1,Setophaga magnolia,Cardellina pusilla,6,8,6,8,6,8,6,7,6,8
1366,6570,6860,Magnolia Warbler,Canada Warbler,65706860,Magnolia WarblerCanada Warbler,1,Setophaga magnolia,Cardellina canadensis,6,8,6,8,5,8,6,7,6,8
1367,6570,6870,Magnolia Warbler,American Redstart,65706870,Magnolia WarblerAmerican Redstart,1,Setophaga magnolia,Setophaga ruticilla,6,8,6,8,5,7,5,7,6,7
1368,6570,7350,Magnolia Warbler,Black-capped Chickadee,65707350,Magnolia WarblerBlack-capped Chickadee,1,Setophaga magnolia,Poecile atricapillus,6,8,6,8,4,7,4,6,6,7
1369,6570,7400,Magnolia Warbler,Boreal Chickadee,65707400,Magnolia WarblerBoreal Chickadee,1,Setophaga magnolia,Poecile hudsonicus,6,8,6,8,5,8,5,8,6,8
1370,6570,7480,Magnolia Warbler,Golden-crowned Kinglet,65707480,Magnolia WarblerGolden-crowned Kinglet,1,Setophaga magnolia,Regulus satrapa,6,8,6,8,5,8,5,8,6,8
1371,6570,7490,Magnolia Warbler,Ruby-crowned Kinglet,65707490,Magnolia WarblerRuby-crowned Kinglet,1,Setophaga magnolia,Regulus calendula,6,8,6,8,5,7,5,7,6,7
1372,6580,6630,Cerulean Warbler,Yellow-throated Warbler,65806630,Cerulean WarblerYellow-throated Warbler,1,Setophaga cerulea,Setophaga dominica,4,7,5,6,4,7,4,7,4,7
1373,6580,6710,Cerulean Warbler,Pine Warbler,65806710,Cerulean WarblerPine Warbler,1,Setophaga cerulea,Setophaga pinus,4,7,5,6,3,7,4,7,4,7
1374,6580,6730,Cerulean Warbler,Prairie Warbler,65806730,Cerulean WarblerPrairie Warbler,1,Setophaga cerulea,Setophaga discolor,4,7,5,6,5,7,5,7,5,7
1375,6580,6770,Cerulean Warbler,Kentucky Warbler,65806770,Cerulean WarblerKentucky Warbler,1,Setophaga cerulea,Geothlypis formosa,4,7,5,6,4,8,6,8,5,7
1376,6580,6840,Cerulean Warbler,Hooded Warbler,65806840,Cerulean WarblerHooded Warbler,1,Setophaga cerulea,Setophaga citrina,4,7,5,6,5,8,5,7,5,7
1377,6580,6870,Cerulean Warbler,American Redstart,65806870,Cerulean WarblerAmerican Redstart,1,Setophaga cerulea,Setophaga ruticilla,4,7,5,6,5,7,5,7,5,7
1378,6580,7350,Cerulean Warbler,Black-capped Chickadee,65807350,Cerulean WarblerBlack-capped Chickadee,1,Setophaga cerulea,Poecile atricapillus,4,7,5,6,4,7,4,6,4,6
1379,6580,7360,Cerulean Warbler,Carolina Chickadee,65807360,Cerulean WarblerCarolina Chickadee,1,Setophaga cerulea,Poecile carolinensis,4,7,5,6,3,6,3,5,4,6
1380,6590,6600,Chestnut-sided Warbler,Bay-breasted Warbler,65906600,Chestnut-sided WarblerBay-breasted Warbler,1,Setophaga pensylvanica,Setophaga castanea,5,9,5,8,5,7,5,7,5,7
1381,6590,6610,Chestnut-sided Warbler,Blackpoll Warbler,65906610,Chestnut-sided WarblerBlackpoll Warbler,1,Setophaga pensylvanica,Setophaga striata,5,9,5,8,5,8,6,7,5,8
1382,6590,6620,Chestnut-sided Warbler,Blackburnian Warbler,65906620,Chestnut-sided WarblerBlackburnian Warbler,1,Setophaga pensylvanica,Setophaga fusca,5,9,5,8,5,7,6,7,5,7
1383,6590,6670,Chestnut-sided Warbler,Black-throated Green Warbler,65906670,Chestnut-sided WarblerBlack-throated Green Warbler,1,Setophaga pensylvanica,Setophaga virens,5,9,5,8,5,8,5,7,5,8
1384,6590,6710,Chestnut-sided Warbler,Pine Warbler,65906710,Chestnut-sided WarblerPine Warbler,1,Setophaga pensylvanica,Setophaga pinus,5,9,5,8,3,7,4,7,5,7
1385,6590,6730,Chestnut-sided Warbler,Prairie Warbler,65906730,Chestnut-sided WarblerPrairie Warbler,1,Setophaga pensylvanica,Setophaga discolor,5,9,5,8,5,7,5,7,5,7
1386,6590,6740,Chestnut-sided Warbler,Ovenbird,65906740,Chestnut-sided WarblerOvenbird,1,Setophaga pensylvanica,Seiurus aurocapilla,5,9,5,8,5,7,5,7,5,7
1387,6590,6750,Chestnut-sided Warbler,Northern Waterthrush,65906750,Chestnut-sided WarblerNorthern Waterthrush,1,Setophaga pensylvanica,Parkesia noveboracensis,5,9,5,8,5,8,5,7,5,8
1388,6590,6760,Chestnut-sided Warbler,Louisiana Waterthrush,65906760,Chestnut-sided WarblerLouisiana Waterthrush,1,Setophaga pensylvanica,Parkesia motacilla,5,9,5,8,4,7,4,6,5,7
1389,6590,6790,Chestnut-sided Warbler,Mourning Warbler,65906790,Chestnut-sided WarblerMourning Warbler,1,Setophaga pensylvanica,Geothlypis philadelphia,5,9,5,8,5,9,6,8,5,8
1390,6590,6810,Chestnut-sided Warbler,Common Yellowthroat,65906810,Chestnut-sided WarblerCommon Yellowthroat,1,Setophaga pensylvanica,Geothlypis trichas,5,9,5,8,5,7,5,7,5,7
1391,6590,6830,Chestnut-sided Warbler,Yellow-breasted Chat,65906830,Chestnut-sided WarblerYellow-breasted Chat,1,Setophaga pensylvanica,Icteria virens,5,9,5,8,5,8,5,7,5,8
1392,6590,6850,Chestnut-sided Warbler,Wilson's Warbler,65906850,Chestnut-sided WarblerWilson's Warbler,1,Setophaga pensylvanica,Cardellina pusilla,5,9,5,8,6,8,6,7,6,8
1393,6590,6860,Chestnut-sided Warbler,Canada Warbler,65906860,Chestnut-sided WarblerCanada Warbler,1,Setophaga pensylvanica,Cardellina canadensis,5,9,5,8,5,8,6,7,5,8
1394,6590,6870,Chestnut-sided Warbler,American Redstart,65906870,Chestnut-sided WarblerAmerican Redstart,1,Setophaga pensylvanica,Setophaga ruticilla,5,9,5,8,5,7,5,7,5,7
1395,6590,7350,Chestnut-sided Warbler,Black-capped Chickadee,65907350,Chestnut-sided WarblerBlack-capped Chickadee,1,Setophaga pensylvanica,Poecile atricapillus,5,9,5,8,4,7,4,6,5,7
1396,6590,7480,Chestnut-sided Warbler,Golden-crowned Kinglet,65907480,Chestnut-sided WarblerGolden-crowned Kinglet,1,Setophaga pensylvanica,Regulus satrapa,5,9,5,8,5,8,5,8,5,8
1397,6590,7490,Chestnut-sided Warbler,Ruby-crowned Kinglet,65907490,Chestnut-sided WarblerRuby-crowned Kinglet,1,Setophaga pensylvanica,Regulus calendula,5,9,5,8,5,7,5,7,5,7
1398,6600,6620,Bay-breasted Warbler,Blackburnian Warbler,66006620,Bay-breasted WarblerBlackburnian Warbler,1,Setophaga castanea,Setophaga fusca,5,7,5,7,5,7,6,7,5,7
1399,6600,6670,Bay-breasted Warbler,Black-throated Green Warbler,66006670,Bay-breasted WarblerBlack-throated Green Warbler,1,Setophaga castanea,Setophaga virens,5,7,5,7,5,8,5,7,5,7
1400,6600,6870,Bay-breasted Warbler,American Redstart,66006870,Bay-breasted WarblerAmerican Redstart,1,Setophaga castanea,Setophaga ruticilla,5,7,5,7,5,7,5,7,5,7
1401,6600,7480,Bay-breasted Warbler,Golden-crowned Kinglet,66007480,Bay-breasted WarblerGolden-crowned Kinglet,1,Setophaga castanea,Regulus satrapa,5,7,5,7,5,8,5,8,5,7
1402,6610,6620,Blackpoll Warbler,Blackburnian Warbler,66106620,Blackpoll WarblerBlackburnian Warbler,1,Setophaga striata,Setophaga fusca,5,8,6,7,5,7,6,7,6,7
1403,6610,6670,Blackpoll Warbler,Black-throated Green Warbler,66106670,Blackpoll WarblerBlack-throated Green Warbler,1,Setophaga striata,Setophaga virens,5,8,6,7,5,8,5,7,5,7
1404,6610,6870,Blackpoll Warbler,American Redstart,66106870,Blackpoll WarblerAmerican Redstart,1,Setophaga striata,Setophaga ruticilla,5,8,6,7,5,7,5,7,5,7
1405,6620,6670,Blackburnian Warbler,Black-throated Green Warbler,66206670,Blackburnian WarblerBlack-throated Green Warbler,1,Setophaga fusca,Setophaga virens,5,7,6,7,5,8,5,7,5,7
1406,6620,6710,Blackburnian Warbler,Pine Warbler,66206710,Blackburnian WarblerPine Warbler,1,Setophaga fusca,Setophaga pinus,5,7,6,7,3,7,4,7,5,7
1407,6620,6730,Blackburnian Warbler,Prairie Warbler,66206730,Blackburnian WarblerPrairie Warbler,1,Setophaga fusca,Setophaga discolor,5,7,6,7,5,7,5,7,5,7
1408,6620,6740,Blackburnian Warbler,Ovenbird,66206740,Blackburnian WarblerOvenbird,1,Setophaga fusca,Seiurus aurocapilla,5,7,6,7,5,7,5,7,5,7
1409,6620,6750,Blackburnian Warbler,Northern Waterthrush,66206750,Blackburnian WarblerNorthern Waterthrush,1,Setophaga fusca,Parkesia noveboracensis,5,7,6,7,5,8,5,7,5,7
1410,6620,6790,Blackburnian Warbler,Mourning Warbler,66206790,Blackburnian WarblerMourning Warbler,1,Setophaga fusca,Geothlypis philadelphia,5,7,6,7,5,9,6,8,6,7
1411,6620,6810,Blackburnian Warbler,Common Yellowthroat,66206810,Blackburnian WarblerCommon Yellowthroat,1,Setophaga fusca,Geothlypis trichas,5,7,6,7,5,7,5,7,5,7
1412,6620,6860,Blackburnian Warbler,Canada Warbler,66206860,Blackburnian WarblerCanada Warbler,1,Setophaga fusca,Cardellina canadensis,5,7,6,7,5,8,6,7,6,7
1413,6620,6870,Blackburnian Warbler,American Redstart,66206870,Blackburnian WarblerAmerican Redstart,1,Setophaga fusca,Setophaga ruticilla,5,7,6,7,5,7,5,7,5,7
1414,6620,7350,Blackburnian Warbler,Black-capped Chickadee,66207350,Blackburnian WarblerBlack-capped Chickadee,1,Setophaga fusca,Poecile atricapillus,5,7,6,7,4,7,4,6,5,7
1415,6620,7480,Blackburnian Warbler,Golden-crowned Kinglet,66207480,Blackburnian WarblerGolden-crowned Kinglet,1,Setophaga fusca,Regulus satrapa,5,7,6,7,5,8,5,8,5,7
1416,6620,7490,Blackburnian Warbler,Ruby-crowned Kinglet,66207490,Blackburnian WarblerRuby-crowned Kinglet,1,Setophaga fusca,Regulus calendula,5,7,6,7,5,7,5,7,5,7
1417,6630,6670,Yellow-throated Warbler,Black-throated Green Warbler,66306670,Yellow-throated WarblerBlack-throated Green Warbler,1,Setophaga dominica,Setophaga virens,4,7,4,7,5,8,5,7,5,7
1418,6630,6710,Yellow-throated Warbler,Pine Warbler,66306710,Yellow-throated WarblerPine Warbler,1,Setophaga dominica,Setophaga pinus,4,7,4,7,3,7,4,7,4,7
1419,6630,6730,Yellow-throated Warbler,Prairie Warbler,66306730,Yellow-throated WarblerPrairie Warbler,1,Setophaga dominica,Setophaga discolor,4,7,4,7,5,7,5,7,5,7
1420,6630,6740,Yellow-throated Warbler,Ovenbird,66306740,Yellow-throated WarblerOvenbird,1,Setophaga dominica,Seiurus aurocapilla,4,7,4,7,5,7,5,7,5,7
1421,6630,6760,Yellow-throated Warbler,Louisiana Waterthrush,66306760,Yellow-throated WarblerLouisiana Waterthrush,1,Setophaga dominica,Parkesia motacilla,4,7,4,7,4,7,4,6,4,7
1422,6630,6770,Yellow-throated Warbler,Kentucky Warbler,66306770,Yellow-throated WarblerKentucky Warbler,1,Setophaga dominica,Geothlypis formosa,4,7,4,7,4,8,6,8,4,7
1423,6630,6810,Yellow-throated Warbler,Common Yellowthroat,66306810,Yellow-throated WarblerCommon Yellowthroat,1,Setophaga dominica,Geothlypis trichas,4,7,4,7,5,7,5,7,5,7
1424,6630,6830,Yellow-throated Warbler,Yellow-breasted Chat,66306830,Yellow-throated WarblerYellow-breasted Chat,1,Setophaga dominica,Icteria virens,4,7,4,7,5,8,5,7,5,7
1425,6630,6840,Yellow-throated Warbler,Hooded Warbler,66306840,Yellow-throated WarblerHooded Warbler,1,Setophaga dominica,Setophaga citrina,4,7,4,7,5,8,5,7,5,7
1426,6630,6870,Yellow-throated Warbler,American Redstart,66306870,Yellow-throated WarblerAmerican Redstart,1,Setophaga dominica,Setophaga ruticilla,4,7,4,7,5,7,5,7,5,7
1427,6630,7310,Yellow-throated Warbler,Tufted Titmouse,66307310,Yellow-throated WarblerTufted Titmouse,1,Setophaga dominica,Baeolophus bicolor,4,7,4,7,4,7,4,7,4,7
1428,6630,7360,Yellow-throated Warbler,Carolina Chickadee,66307360,Yellow-throated WarblerCarolina Chickadee,1,Setophaga dominica,Poecile carolinensis,4,7,4,7,3,6,3,5,4,6
1429,6640,6650,Grace's Warbler,Black-throated Gray Warbler,66406650,Grace's WarblerBlack-throated Gray Warbler,1,Setophaga graciae,Setophaga nigrescens,5,7,5,7,5,7,5,7,5,7
1430,6640,7340,Grace's Warbler,Bridled Titmouse,66407340,Grace's WarblerBridled Titmouse,1,Setophaga graciae,Baeolophus wollweberi,5,7,5,7,4,7,4,7,5,7
1431,6640,7430,Grace's Warbler,Bushtit,66407430,Grace's WarblerBushtit,1,Setophaga graciae,Psaltriparus minimus,5,7,5,7,3,8,4,7,5,7
1432,6650,6680,Black-throated Gray Warbler,Townsend's Warbler,66506680,Black-throated Gray WarblerTownsend's Warbler,1,Setophaga nigrescens,Setophaga townsendi,5,7,5,7,5,7,5,7,5,7
1433,6650,6690,Black-throated Gray Warbler,Hermit Warbler,66506690,Black-throated Gray WarblerHermit Warbler,1,Setophaga nigrescens,Setophaga occidentalis,5,7,5,7,5,7,5,6,5,7
1434,6650,6810,Black-throated Gray Warbler,Common Yellowthroat,66506810,Black-throated Gray WarblerCommon Yellowthroat,1,Setophaga nigrescens,Geothlypis trichas,5,7,5,7,5,7,5,7,5,7
1435,6650,6830,Black-throated Gray Warbler,Yellow-breasted Chat,66506830,Black-throated Gray WarblerYellow-breasted Chat,1,Setophaga nigrescens,Icteria virens,5,7,5,7,5,8,5,7,5,7
1436,6650,6880,Black-throated Gray Warbler,Painted Redstart,66506880,Black-throated Gray WarblerPainted Redstart,1,Setophaga nigrescens,Myioborus pictus,5,7,5,7,4,7,4,7,5,7
1437,6650,6900,Black-throated Gray Warbler,Red-faced Warbler,66506900,Black-throated Gray WarblerRed-faced Warbler,1,Setophaga nigrescens,Cardellina rubrifrons,5,7,5,7,5,7,5,6,5,7
1438,6650,7331,Black-throated Gray Warbler,Juniper Titmouse,66507331,Black-throated Gray WarblerJuniper Titmouse,1,Setophaga nigrescens,Baeolophus ridgwayi,5,7,5,7,3,7,3,6,5,7
1439,6650,7340,Black-throated Gray Warbler,Bridled Titmouse,66507340,Black-throated Gray WarblerBridled Titmouse,1,Setophaga nigrescens,Baeolophus wollweberi,5,7,5,7,4,7,4,7,5,7
1440,6650,7370,Black-throated Gray Warbler,Mexican Chickadee,66507370,Black-throated Gray WarblerMexican Chickadee,1,Setophaga nigrescens,Poecile sclateri,5,7,5,7,4,7,4,7,5,7
1441,6650,7430,Black-throated Gray Warbler,Bushtit,66507430,Black-throated Gray WarblerBushtit,1,Setophaga nigrescens,Psaltriparus minimus,5,7,5,7,3,8,4,7,5,7
1442,6670,6680,Black-throated green warbler,Townsends warbler,66706680,Black-throated green warblerTownsends warbler,1,Setophaga virens,Setophaga townsendi,5,8,5,7,5,7,5,7,5,7
1443,6670,6710,Black-throated Green Warbler,Pine Warbler,66706710,Black-throated Green WarblerPine Warbler,1,Setophaga virens,Setophaga pinus,5,8,5,7,3,7,4,7,5,7
1444,6670,6730,Black-throated Green Warbler,Prairie Warbler,66706730,Black-throated Green WarblerPrairie Warbler,1,Setophaga virens,Setophaga discolor,5,8,5,7,5,7,5,7,5,7
1445,6670,6740,Black-throated Green Warbler,Ovenbird,66706740,Black-throated Green WarblerOvenbird,1,Setophaga virens,Seiurus aurocapilla,5,8,5,7,5,7,5,7,5,7
1446,6670,6750,Black-throated Green Warbler,Northern Waterthrush,66706750,Black-throated Green WarblerNorthern Waterthrush,1,Setophaga virens,Parkesia noveboracensis,5,8,5,7,5,8,5,7,5,7
1447,6670,6760,Black-throated Green Warbler,Louisiana Waterthrush,66706760,Black-throated Green WarblerLouisiana Waterthrush,1,Setophaga virens,Parkesia motacilla,5,8,5,7,4,7,4,6,5,7
1448,6670,6770,Black-throated Green Warbler,Kentucky Warbler,66706770,Black-throated Green WarblerKentucky Warbler,1,Setophaga virens,Geothlypis formosa,5,8,5,7,4,8,6,8,5,8
1449,6670,6790,Black-throated Green Warbler,Mourning Warbler,66706790,Black-throated Green WarblerMourning Warbler,1,Setophaga virens,Geothlypis philadelphia,5,8,5,7,5,9,6,8,5,8
1450,6670,6810,Black-throated Green Warbler,Common Yellowthroat,66706810,Black-throated Green WarblerCommon Yellowthroat,1,Setophaga virens,Geothlypis trichas,5,8,5,7,5,7,5,7,5,7
1451,6670,6840,Black-throated Green Warbler,Hooded Warbler,66706840,Black-throated Green WarblerHooded Warbler,1,Setophaga virens,Setophaga citrina,5,8,5,7,5,8,5,7,5,7
1452,6670,6850,Black-throated Green Warbler,Wilson's Warbler,66706850,Black-throated Green WarblerWilson's Warbler,1,Setophaga virens,Cardellina pusilla,5,8,5,7,6,8,6,7,6,7
1453,6670,6860,Black-throated Green Warbler,Canada Warbler,66706860,Black-throated Green WarblerCanada Warbler,1,Setophaga virens,Cardellina canadensis,5,8,5,7,5,8,6,7,5,7
1454,6670,6870,Black-throated Green Warbler,American Redstart,66706870,Black-throated Green WarblerAmerican Redstart,1,Setophaga virens,Setophaga ruticilla,5,8,5,7,5,7,5,7,5,7
1455,6670,7350,Black-throated Green Warbler,Black-capped Chickadee,66707350,Black-throated Green WarblerBlack-capped Chickadee,1,Setophaga virens,Poecile atricapillus,5,8,5,7,4,7,4,6,5,7
1456,6670,7400,Black-throated Green Warbler,Boreal Chickadee,66707400,Black-throated Green WarblerBoreal Chickadee,1,Setophaga virens,Poecile hudsonicus,5,8,5,7,5,8,5,8,5,8
1457,6670,7480,Black-throated Green Warbler,Golden-crowned Kinglet,66707480,Black-throated Green WarblerGolden-crowned Kinglet,1,Setophaga virens,Regulus satrapa,5,8,5,7,5,8,5,8,5,8
1458,6670,7490,Black-throated Green Warbler,Ruby-crowned Kinglet,66707490,Black-throated Green WarblerRuby-crowned Kinglet,1,Setophaga virens,Regulus calendula,5,8,5,7,5,7,5,7,5,7
1459,6680,6690,Townsend's Warbler,Hermit Warbler,66806690,Townsend's WarblerHermit Warbler,1,Setophaga townsendi,Setophaga occidentalis,5,7,5,7,5,7,5,6,5,7
1460,6680,6800,Townsend's Warbler,MacGillivray's Warbler,66806800,Townsend's WarblerMacGillivray's Warbler,1,Setophaga townsendi,Geothlypis tolmiei,5,7,5,7,5,8,5,7,5,7
1461,6680,6810,Townsend's Warbler,Common Yellowthroat,66806810,Townsend's WarblerCommon Yellowthroat,1,Setophaga townsendi,Geothlypis trichas,5,7,5,7,5,7,5,7,5,7
1462,6680,6850,Townsend's Warbler,Wilson's Warbler,66806850,Townsend's WarblerWilson's Warbler,1,Setophaga townsendi,Cardellina pusilla,5,7,5,7,6,8,6,7,6,7
1463,6680,6870,Townsend's Warbler,American Redstart,66806870,Townsend's WarblerAmerican Redstart,1,Setophaga townsendi,Setophaga ruticilla,5,7,5,7,5,7,5,7,5,7
1464,6680,7350,Townsend's Warbler,Black-capped Chickadee,66807350,Townsend's WarblerBlack-capped Chickadee,1,Setophaga townsendi,Poecile atricapillus,5,7,5,7,4,7,4,6,5,7
1465,6680,7380,Townsend's Warbler,Mountain Chickadee,66807380,Townsend's WarblerMountain Chickadee,1,Setophaga townsendi,Poecile gambeli,5,7,5,7,4,8,5,7,5,7
1466,6680,7410,Townsend's Warbler,Chestnut-backed Chickadee,66807410,Townsend's WarblerChestnut-backed Chickadee,1,Setophaga townsendi,Poecile rufescens,5,7,5,7,3,6,3,6,5,6
1467,6680,7430,Townsend's Warbler,Bushtit,66807430,Townsend's WarblerBushtit,1,Setophaga townsendi,Psaltriparus minimus,5,7,5,7,3,8,4,7,5,7
1468,6680,7480,Townsend's Warbler,Golden-crowned Kinglet,66807480,Townsend's WarblerGolden-crowned Kinglet,1,Setophaga townsendi,Regulus satrapa,5,7,5,7,5,8,5,8,5,7
1469,6680,7490,Townsend's Warbler,Ruby-crowned Kinglet,66807490,Townsend's WarblerRuby-crowned Kinglet,1,Setophaga townsendi,Regulus calendula,5,7,5,7,5,7,5,7,5,7
1470,6690,6800,Hermit Warbler,MacGillivray's Warbler,66906800,Hermit WarblerMacGillivray's Warbler,1,Setophaga occidentalis,Geothlypis tolmiei,5,7,5,6,5,8,5,7,5,7
1471,6690,6810,Hermit Warbler,Common Yellowthroat,66906810,Hermit WarblerCommon Yellowthroat,1,Setophaga occidentalis,Geothlypis trichas,5,7,5,6,5,7,5,7,5,7
1472,6690,6850,Hermit Warbler,Wilson's Warbler,66906850,Hermit WarblerWilson's Warbler,1,Setophaga occidentalis,Cardellina pusilla,5,7,5,6,6,8,6,7,6,7
1473,6690,7350,Hermit Warbler,Black-capped Chickadee,66907350,Hermit WarblerBlack-capped Chickadee,1,Setophaga occidentalis,Poecile atricapillus,5,7,5,6,4,7,4,6,5,6
1474,6690,7380,Hermit Warbler,Mountain Chickadee,66907380,Hermit WarblerMountain Chickadee,1,Setophaga occidentalis,Poecile gambeli,5,7,5,6,4,8,5,7,5,7
1475,6690,7410,Hermit Warbler,Chestnut-backed Chickadee,66907410,Hermit WarblerChestnut-backed Chickadee,1,Setophaga occidentalis,Poecile rufescens,5,7,5,6,3,6,3,6,5,6
1476,6690,7430,Hermit Warbler,Bushtit,66907430,Hermit WarblerBushtit,1,Setophaga occidentalis,Psaltriparus minimus,5,7,5,6,3,8,4,7,5,7
